"","date","precipitation","lat","lon"
"1",2000-01-01,0.614952087402344,48.1556283354368,15.9375
"2",2000-01-02,0.630976259708405,48.1556283354368,15.9375
"3",2000-01-03,1.07561540603638,48.1556283354368,15.9375
"4",2000-01-04,1.05964779853821,48.1556283354368,15.9375
"5",2000-01-05,0.377433359622955,48.1556283354368,15.9375
"6",2000-01-06,0.671864449977875,48.1556283354368,15.9375
"7",2000-01-07,0.450246512889862,48.1556283354368,15.9375
"8",2000-01-08,0.0436026602983475,48.1556283354368,15.9375
"9",2000-01-09,0.403545916080475,48.1556283354368,15.9375
"10",2000-01-10,0.363535284996033,48.1556283354368,15.9375
"11",2000-01-11,0,48.1556283354368,15.9375
"12",2000-01-12,0,48.1556283354368,15.9375
"13",2000-01-13,0.0509301200509071,48.1556283354368,15.9375
"14",2000-01-14,0.00524288043379784,48.1556283354368,15.9375
"15",2000-01-15,0.0887266397476196,48.1556283354368,15.9375
"16",2000-01-16,0,48.1556283354368,15.9375
"17",2000-01-17,0.280765682458878,48.1556283354368,15.9375
"18",2000-01-18,0,48.1556283354368,15.9375
"19",2000-01-19,0,48.1556283354368,15.9375
"20",2000-01-20,0,48.1556283354368,15.9375
"21",2000-01-21,0,48.1556283354368,15.9375
"22",2000-01-22,6.3053503036499,48.1556283354368,15.9375
"23",2000-01-23,0.739917516708374,48.1556283354368,15.9375
"24",2000-01-24,0,48.1556283354368,15.9375
"25",2000-01-25,0,48.1556283354368,15.9375
"26",2000-01-26,0.42416787147522,48.1556283354368,15.9375
"27",2000-01-27,0.555981695652008,48.1556283354368,15.9375
"28",2000-01-28,0.415610790252686,48.1556283354368,15.9375
"29",2000-01-29,0.360202223062515,48.1556283354368,15.9375
"30",2000-01-30,0,48.1556283354368,15.9375
"31",2000-01-31,0.206154584884644,48.1556283354368,15.9375
"32",2000-02-01,0.169497162103653,48.1556283354368,15.9375
"33",2000-02-02,1.34841346740723,48.1556283354368,15.9375
"34",2000-02-03,0.173917800188065,48.1556283354368,15.9375
"35",2000-02-04,0.00358326360583305,48.1556283354368,15.9375
"36",2000-02-05,0.00166590325534344,48.1556283354368,15.9375
